datetime,symbol,open,high,low,close,volume
2021-08-30 10:45:00,NSE:NIFTY1!,16874.5,16899.0,16869.9,16898.95,394450.0
2021-08-30 11:45:00,NSE:NIFTY1!,16899.0,16909.9,16886.85,16904.55,553300.0
2021-08-30 12:45:00,NSE:NIFTY1!,16905.0,16939.0,16903.1,16937.35,947500.0
2021-08-30 13:45:00,NSE:NIFTY1!,16938.0,16960.0,16933.55,16952.0,734350.0
2021-08-31 07:45:00,NSE:NIFTY1!,16892.0,16998.85,16892.0,16964.7,1584250.0
2021-08-31 08:45:00,NSE:NIFTY1!,16964.8,16998.0,16960.6,16981.5,634050.0
2021-08-31 09:45:00,NSE:NIFTY1!,16981.7,17008.75,16973.2,17005.35,498650.0
2021-08-31 10:45:00,NSE:NIFTY1!,17004.3,17065.0,16993.05,17062.9,1128700.0
2021-08-31 11:45:00,NSE:NIFTY1!,17062.95,17069.7,16996.75,17046.0,1182900.0
2021-08-31 12:45:00,NSE:NIFTY1!,17048.0,17143.9,17048.0,17133.4,1510400.0
2021-08-31 13:45:00,NSE:NIFTY1!,17133.75,17138.35,17118.2,17130.15,823100.0
2021-09-01 07:45:00,NSE:NIFTY1!,17150.0,17228.75,17136.25,17207.05,1977250.0
2021-09-01 08:45:00,NSE:NIFTY1!,17207.25,17208.05,17104.2,17126.1,1748600.0
2021-09-01 09:45:00,NSE:NIFTY1!,17128.95,17148.45,17094.8,17113.2,751500.0
2021-09-01 10:45:00,NSE:NIFTY1!,17113.5,17157.8,17087.5,17135.0,824950.0
2021-09-01 11:45:00,NSE:NIFTY1!,17135.0,17156.05,17115.0,17132.45,475700.0
2021-09-01 12:45:00,NSE:NIFTY1!,17132.45,17144.9,17090.0,17090.0,757700.0
2021-09-01 13:45:00,NSE:NIFTY1!,17090.0,17098.9,17083.0,17087.0,473650.0
2021-09-02 07:45:00,NSE:NIFTY1!,17138.9,17145.0,17072.1,17136.0,1029350.0
2021-09-02 08:45:00,NSE:NIFTY1!,17137.9,17173.0,17122.05,17171.95,758500.0
2021-09-02 09:45:00,NSE:NIFTY1!,17172.9,17190.0,17169.5,17190.0,602000.0
2021-09-02 10:45:00,NSE:NIFTY1!,17189.7,17211.0,17170.05,17202.95,754600.0
2021-09-02 11:45:00,NSE:NIFTY1!,17203.35,17228.6,17184.5,17228.1,699200.0
2021-09-02 12:45:00,NSE:NIFTY1!,17231.75,17254.75,17220.05,17243.1,1176700.0
2021-09-02 13:45:00,NSE:NIFTY1!,17243.55,17262.7,17242.45,17259.95,655500.0
2021-09-03 07:45:00,NSE:NIFTY1!,17261.55,17319.5,17211.0,17315.0,1629900.0
2021-09-03 08:45:00,NSE:NIFTY1!,17314.7,17323.5,17235.0,17252.0,1070050.0
2021-09-03 09:45:00,NSE:NIFTY1!,17250.0,17287.25,17224.65,17280.0,731600.0
2021-09-03 10:45:00,NSE:NIFTY1!,17281.75,17302.1,17262.4,17298.5,686200.0
2021-09-03 11:45:00,NSE:NIFTY1!,17296.5,17333.0,17236.85,17280.2,1211200.0
2021-09-03 12:45:00,NSE:NIFTY1!,17279.0,17334.95,17266.75,17324.7,829600.0
2021-09-03 13:45:00,NSE:NIFTY1!,17325.1,17342.45,17320.2,17332.0,612450.0
2021-09-06 07:45:00,NSE:NIFTY1!,17379.0,17429.1,17379.0,17411.45,1672250.0
2021-09-06 08:45:00,NSE:NIFTY1!,17411.8,17414.9,17365.1,17386.75,767900.0
2021-09-06 09:45:00,NSE:NIFTY1!,17387.0,17400.35,17361.0,17383.1,399200.0
2021-09-06 10:45:00,NSE:NIFTY1!,17382.7,17417.0,17371.25,17411.45,437950.0
2021-09-06 11:45:00,NSE:NIFTY1!,17412.0,17419.95,17378.4,17397.0,401500.0
2021-09-06 12:45:00,NSE:NIFTY1!,17395.45,17413.0,17388.05,17401.5,488400.0
2021-09-06 13:45:00,NSE:NIFTY1!,17400.0,17408.9,17396.0,17408.0,375200.0
2021-09-07 07:45:00,NSE:NIFTY1!,17372.1,17420.0,17306.1,17324.35,2111350.0
2021-09-07 08:45:00,NSE:NIFTY1!,17321.4,17348.5,17300.0,17333.7,801550.0
2021-09-07 09:45:00,NSE:NIFTY1!,17335.3,17394.45,17327.65,17392.0,767500.0
2021-09-07 10:45:00,NSE:NIFTY1!,17393.0,17449.95,17393.0,17426.05,1560200.0
2021-09-07 11:45:00,NSE:NIFTY1!,17426.05,17440.8,17400.15,17421.55,583650.0
2021-09-07 12:45:00,NSE:NIFTY1!,17421.75,17425.0,17362.6,17372.85,1093550.0
2021-09-07 13:45:00,NSE:NIFTY1!,17372.25,17376.9,17361.1,17369.1,494350.0
2021-09-08 07:45:00,NSE:NIFTY1!,17397.9,17401.1,17342.55,17356.05,1074550.0
2021-09-08 08:45:00,NSE:NIFTY1!,17356.05,17387.45,17355.1,17383.65,371950.0
2021-09-08 09:45:00,NSE:NIFTY1!,17383.75,17394.35,17366.0,17383.1,363550.0
2021-09-08 10:45:00,NSE:NIFTY1!,17384.25,17385.55,17276.25,17286.7,1690400.0
2021-09-08 11:45:00,NSE:NIFTY1!,17287.0,17347.5,17287.0,17347.5,859350.0
2021-09-08 12:45:00,NSE:NIFTY1!,17346.3,17367.0,17312.9,17362.95,756400.0
2021-09-08 13:45:00,NSE:NIFTY1!,17364.0,17388.0,17362.65,17384.6,643200.0
2021-09-09 07:45:00,NSE:NIFTY1!,17330.0,17356.0,17309.05,17321.05,1157850.0
2021-09-09 08:45:00,NSE:NIFTY1!,17319.9,17364.0,17318.1,17342.05,550050.0
2021-09-09 09:45:00,NSE:NIFTY1!,17342.8,17356.85,17332.8,17342.0,282450.0
2021-09-09 10:45:00,NSE:NIFTY1!,17342.0,17346.0,17301.0,17314.8,834000.0
2021-09-09 11:45:00,NSE:NIFTY1!,17317.0,17353.95,17312.35,17336.25,451900.0
2021-09-09 12:45:00,NSE:NIFTY1!,17336.9,17370.0,17313.3,17360.75,890900.0
2021-09-09 13:45:00,NSE:NIFTY1!,17360.9,17373.6,17359.5,17370.0,549250.0
2021-09-13 07:45:00,NSE:NIFTY1!,17355.25,17366.75,17264.0,17281.5,1939850.0
2021-09-13 08:45:00,NSE:NIFTY1!,17281.45,17319.5,17274.2,17310.4,684600.0
2021-09-13 09:45:00,NSE:NIFTY1!,17310.4,17336.8,17301.65,17333.0,511500.0
2021-09-13 10:45:00,NSE:NIFTY1!,17333.3,17378.3,17328.7,17366.2,713350.0
2021-09-13 11:45:00,NSE:NIFTY1!,17367.15,17383.1,17350.45,17370.4,390000.0
2021-09-13 12:45:00,NSE:NIFTY1!,17371.05,17393.1,17344.9,17355.45,712650.0
2021-09-13 13:45:00,NSE:NIFTY1!,17356.4,17365.0,17353.0,17362.0,405950.0
2021-09-14 07:45:00,NSE:NIFTY1!,17410.0,17434.7,17391.55,17416.0,1082050.0
2021-09-14 08:45:00,NSE:NIFTY1!,17415.6,17429.25,17410.0,17423.3,298950.0
2021-09-14 09:45:00,NSE:NIFTY1!,17423.8,17425.8,17402.0,17405.2,331000.0
2021-09-14 10:45:00,NSE:NIFTY1!,17404.0,17419.45,17372.1,17390.6,787200.0
2021-09-14 11:45:00,NSE:NIFTY1!,17389.15,17405.0,17375.45,17390.0,486000.0
2021-09-14 12:45:00,NSE:NIFTY1!,17390.0,17398.2,17368.7,17382.05,568600.0
2021-09-14 13:45:00,NSE:NIFTY1!,17382.05,17389.1,17380.5,17386.9,311000.0
2021-09-15 07:45:00,NSE:NIFTY1!,17405.1,17445.0,17380.9,17443.5,1250600.0
2021-09-15 08:45:00,NSE:NIFTY1!,17443.3,17456.35,17436.0,17448.0,865450.0
2021-09-15 09:45:00,NSE:NIFTY1!,17448.0,17467.05,17446.15,17463.9,452000.0
2021-09-15 10:45:00,NSE:NIFTY1!,17463.3,17499.4,17458.0,17492.75,857000.0
2021-09-15 11:45:00,NSE:NIFTY1!,17491.9,17532.75,17482.75,17531.85,902550.0
2021-09-15 12:45:00,NSE:NIFTY1!,17531.9,17544.9,17525.95,17529.25,834900.0
2021-09-15 13:45:00,NSE:NIFTY1!,17529.05,17545.35,17528.95,17535.2,569500.0
2021-09-16 07:45:00,NSE:NIFTY1!,17541.0,17566.0,17501.0,17548.7,1800700.0
2021-09-16 08:45:00,NSE:NIFTY1!,17548.5,17553.2,17522.15,17527.75,616450.0
2021-09-16 09:45:00,NSE:NIFTY1!,17527.75,17564.6,17521.0,17564.0,937550.0
2021-09-16 10:45:00,NSE:NIFTY1!,17564.55,17580.65,17555.2,17568.0,711400.0
2021-09-16 11:45:00,NSE:NIFTY1!,17568.0,17597.25,17557.1,17593.55,608500.0
2021-09-16 12:45:00,NSE:NIFTY1!,17593.75,17635.0,17587.0,17606.6,1171050.0
2021-09-16 13:45:00,NSE:NIFTY1!,17607.25,17615.5,17598.7,17606.65,541250.0
2021-09-17 07:45:00,NSE:NIFTY1!,17670.0,17749.95,17670.0,17746.3,2352150.0
2021-09-17 08:45:00,NSE:NIFTY1!,17746.2,17800.0,17746.2,17762.1,1443250.0
2021-09-17 09:45:00,NSE:NIFTY1!,17762.5,17762.5,17620.0,17628.65,2822400.0
2021-09-17 10:45:00,NSE:NIFTY1!,17629.0,17673.25,17598.0,17651.0,1274200.0
2021-09-17 11:45:00,NSE:NIFTY1!,17654.0,17663.75,17605.0,17639.45,688600.0
2021-09-17 12:45:00,NSE:NIFTY1!,17639.0,17656.6,17558.0,17598.45,2105850.0
2021-09-17 13:45:00,NSE:NIFTY1!,17599.95,17610.55,17594.2,17602.0,712850.0
2021-09-20 07:45:00,NSE:NIFTY1!,17460.25,17554.0,17443.2,17533.65,2562650.0
2021-09-20 08:45:00,NSE:NIFTY1!,17534.0,17612.95,17528.0,17598.5,1084900.0
2021-09-20 09:45:00,NSE:NIFTY1!,17598.5,17618.2,17492.15,17495.95,1251850.0
2021-09-20 10:45:00,NSE:NIFTY1!,17498.0,17543.1,17487.2,17535.9,760350.0
2021-09-20 11:45:00,NSE:NIFTY1!,17536.0,17540.0,17436.1,17453.25,1279600.0
2021-09-20 12:45:00,NSE:NIFTY1!,17452.7,17480.0,17376.65,17400.75,1999350.0
2021-09-20 13:45:00,NSE:NIFTY1!,17402.8,17402.8,17355.1,17356.45,971100.0
2021-09-21 07:45:00,NSE:NIFTY1!,17378.0,17475.0,17375.1,17378.0,2437350.0
2021-09-21 08:45:00,NSE:NIFTY1!,17377.2,17427.5,17344.0,17346.1,1269950.0
2021-09-21 09:45:00,NSE:NIFTY1!,17347.6,17430.0,17335.5,17389.6,1245100.0
2021-09-21 10:45:00,NSE:NIFTY1!,17389.8,17479.0,17375.0,17477.0,1128700.0
2021-09-21 11:45:00,NSE:NIFTY1!,17476.75,17522.45,17451.0,17493.55,1523600.0
2021-09-21 12:45:00,NSE:NIFTY1!,17494.5,17565.0,17491.0,17546.45,1204000.0
2021-09-21 13:45:00,NSE:NIFTY1!,17546.4,17569.55,17543.65,17563.0,656650.0
2021-09-22 07:45:00,NSE:NIFTY1!,17554.0,17599.0,17521.0,17591.0,1675000.0
2021-09-22 08:45:00,NSE:NIFTY1!,17591.5,17605.0,17562.55,17578.0,755950.0
2021-09-22 09:45:00,NSE:NIFTY1!,17576.4,17583.65,17530.0,17571.0,888850.0
2021-09-22 10:45:00,NSE:NIFTY1!,17573.1,17618.45,17567.0,17601.5,582550.0
2021-09-22 11:45:00,NSE:NIFTY1!,17601.85,17610.5,17562.5,17597.05,496150.0
2021-09-22 12:45:00,NSE:NIFTY1!,17596.3,17607.0,17551.2,17556.75,774550.0
2021-09-22 13:45:00,NSE:NIFTY1!,17555.0,17571.6,17553.5,17566.0,407850.0
2021-09-23 07:45:00,NSE:NIFTY1!,17661.35,17727.65,17635.1,17726.6,1641200.0
2021-09-23 08:45:00,NSE:NIFTY1!,17725.5,17737.95,17705.6,17732.7,678450.0
2021-09-23 09:45:00,NSE:NIFTY1!,17731.0,17758.7,17712.35,17755.75,676200.0
2021-09-23 10:45:00,NSE:NIFTY1!,17756.0,17770.0,17750.15,17758.5,576200.0
2021-09-23 11:45:00,NSE:NIFTY1!,17760.0,17790.0,17740.2,17787.15,605300.0
2021-09-23 12:45:00,NSE:NIFTY1!,17787.15,17845.45,17784.0,17838.0,1495500.0
2021-09-23 13:45:00,NSE:NIFTY1!,17838.0,17843.1,17825.2,17843.1,705500.0
2021-09-24 07:45:00,NSE:NIFTY1!,17894.95,17935.0,17856.65,17874.0,1766450.0
2021-09-24 08:45:00,NSE:NIFTY1!,17875.0,17934.95,17873.0,17909.75,697250.0
2021-09-24 09:45:00,NSE:NIFTY1!,17908.65,17914.75,17868.0,17881.85,607000.0
2021-09-24 10:45:00,NSE:NIFTY1!,17880.5,17898.0,17840.3,17859.2,701050.0
2021-09-24 11:45:00,NSE:NIFTY1!,17861.2,17866.5,17820.0,17842.0,1055150.0
2021-09-24 12:45:00,NSE:NIFTY1!,17842.9,17879.15,17830.0,17866.95,898850.0
2021-09-24 13:45:00,NSE:NIFTY1!,17866.0,17868.95,17841.95,17847.55,555300.0
2021-09-27 07:45:00,NSE:NIFTY1!,18088.3,18088.3,17868.0,17890.0,1780500.0
