datetime,symbol,open,high,low,close,volume
2021-08-30 10:45:00,NSE:NIFTY,16862.3,16885.55,16857.1,16885.35,1e+100
2021-08-30 11:45:00,NSE:NIFTY,16885.0,16898.9,16874.75,16897.9,1e+100
2021-08-30 12:45:00,NSE:NIFTY,16896.9,16934.3,16892.25,16934.3,1e+100
2021-08-30 13:45:00,NSE:NIFTY,16933.45,16951.5,16930.75,16938.5,1e+100
2021-08-31 07:45:00,NSE:NIFTY,16947.8,16995.55,16915.85,16955.35,1e+100
2021-08-31 08:45:00,NSE:NIFTY,16955.15,16994.5,16951.5,16969.95,1e+100
2021-08-31 09:45:00,NSE:NIFTY,16969.4,17001.6,16956.25,16999.55,1e+100
2021-08-31 10:45:00,NSE:NIFTY,16999.25,17048.8,16988.1,17044.8,1e+100
2021-08-31 11:45:00,NSE:NIFTY,17044.65,17060.5,16982.9,17038.45,1e+100
2021-08-31 12:45:00,NSE:NIFTY,17037.75,17147.7,17037.75,17142.05,1e+100
2021-08-31 13:45:00,NSE:NIFTY,17142.35,17153.5,17124.6,17132.25,1e+100
2021-09-01 07:45:00,NSE:NIFTY,17165.15,17225.75,17148.15,17200.3,1e+100
2021-09-01 08:45:00,NSE:NIFTY,17199.9,17201.95,17090.0,17112.8,1e+100
2021-09-01 09:45:00,NSE:NIFTY,17112.5,17134.3,17085.1,17100.05,1e+100
2021-09-01 10:45:00,NSE:NIFTY,17099.55,17138.2,17075.55,17116.05,1e+100
2021-09-01 11:45:00,NSE:NIFTY,17115.65,17147.35,17096.45,17118.4,1e+100
2021-09-01 12:45:00,NSE:NIFTY,17118.9,17132.1,17065.8,17068.7,1e+100
2021-09-01 13:45:00,NSE:NIFTY,17068.5,17074.0,17055.05,17058.75,1e+100
2021-09-02 07:45:00,NSE:NIFTY,17102.25,17132.3,17059.7,17125.85,1e+100
2021-09-02 08:45:00,NSE:NIFTY,17127.0,17150.95,17108.95,17150.8,1e+100
2021-09-02 09:45:00,NSE:NIFTY,17150.25,17177.9,17148.85,17174.4,1e+100
2021-09-02 10:45:00,NSE:NIFTY,17173.95,17192.05,17150.45,17189.5,1e+100
2021-09-02 11:45:00,NSE:NIFTY,17189.6,17217.9,17166.25,17216.85,1e+100
2021-09-02 12:45:00,NSE:NIFTY,17216.3,17245.5,17209.15,17232.05,1e+100
2021-09-02 13:45:00,NSE:NIFTY,17231.45,17240.5,17223.05,17233.85,1e+100
2021-09-03 07:45:00,NSE:NIFTY,17267.3,17311.95,17254.5,17300.45,1e+100
2021-09-03 08:45:00,NSE:NIFTY,17299.8,17309.4,17225.5,17235.15,1e+100
2021-09-03 09:45:00,NSE:NIFTY,17234.75,17273.4,17212.2,17270.45,1e+100
2021-09-03 10:45:00,NSE:NIFTY,17270.3,17297.1,17258.15,17294.6,1e+100
2021-09-03 11:45:00,NSE:NIFTY,17293.8,17321.35,17228.55,17270.0,1e+100
2021-09-03 12:45:00,NSE:NIFTY,17269.6,17326.0,17257.5,17320.9,1e+100
2021-09-03 13:45:00,NSE:NIFTY,17320.6,17340.1,17318.5,17320.55,1e+100
2021-09-06 07:45:00,NSE:NIFTY,17399.45,17429.55,17379.5,17400.35,1e+100
2021-09-06 08:45:00,NSE:NIFTY,17400.65,17401.75,17349.2,17365.4,1e+100
2021-09-06 09:45:00,NSE:NIFTY,17365.6,17379.65,17345.55,17367.9,1e+100
2021-09-06 10:45:00,NSE:NIFTY,17368.0,17395.1,17360.4,17390.05,1e+100
2021-09-06 11:45:00,NSE:NIFTY,17390.35,17397.5,17357.0,17376.8,1e+100
2021-09-06 12:45:00,NSE:NIFTY,17377.15,17393.45,17360.7,17376.4,1e+100
2021-09-06 13:45:00,NSE:NIFTY,17375.4,17382.2,17369.3,17379.65,1e+100
2021-09-07 07:45:00,NSE:NIFTY,17403.65,17425.15,17290.45,17310.75,1e+100
2021-09-07 08:45:00,NSE:NIFTY,17310.9,17341.9,17287.0,17329.25,1e+100
2021-09-07 09:45:00,NSE:NIFTY,17329.3,17386.45,17316.2,17384.25,1e+100
2021-09-07 10:45:00,NSE:NIFTY,17385.85,17436.5,17385.35,17410.05,1e+100
2021-09-07 11:45:00,NSE:NIFTY,17410.0,17432.75,17382.15,17411.05,1e+100
2021-09-07 12:45:00,NSE:NIFTY,17410.2,17415.15,17346.95,17361.5,1e+100
2021-09-07 13:45:00,NSE:NIFTY,17361.95,17364.25,17346.05,17357.45,1e+100
2021-09-08 07:45:00,NSE:NIFTY,17377.05,17383.4,17324.0,17339.75,1e+100
2021-09-08 08:45:00,NSE:NIFTY,17339.15,17375.95,17339.15,17367.35,1e+100
2021-09-08 09:45:00,NSE:NIFTY,17368.2,17374.2,17348.3,17364.4,1e+100
2021-09-08 10:45:00,NSE:NIFTY,17364.6,17366.65,17254.2,17263.8,1e+100
2021-09-08 11:45:00,NSE:NIFTY,17262.25,17326.2,17262.25,17325.05,1e+100
2021-09-08 12:45:00,NSE:NIFTY,17324.9,17354.9,17296.45,17351.25,1e+100
2021-09-08 13:45:00,NSE:NIFTY,17351.2,17373.95,17350.0,17370.7,1e+100
2021-09-09 07:45:00,NSE:NIFTY,17319.85,17353.7,17307.0,17324.4,1e+100
2021-09-09 08:45:00,NSE:NIFTY,17324.7,17369.15,17318.2,17349.3,1e+100
2021-09-09 09:45:00,NSE:NIFTY,17349.15,17359.55,17337.15,17347.6,1e+100
2021-09-09 10:45:00,NSE:NIFTY,17347.45,17352.4,17302.7,17318.65,1e+100
2021-09-09 11:45:00,NSE:NIFTY,17318.05,17353.55,17317.3,17344.1,1e+100
2021-09-09 12:45:00,NSE:NIFTY,17344.2,17375.7,17320.8,17364.5,1e+100
2021-09-09 13:45:00,NSE:NIFTY,17365.0,17379.65,17355.45,17358.1,1e+100
2021-09-13 07:45:00,NSE:NIFTY,17348.05,17375.5,17269.15,17288.2,1e+100
2021-09-13 08:45:00,NSE:NIFTY,17286.55,17325.15,17285.8,17316.0,1e+100
2021-09-13 09:45:00,NSE:NIFTY,17316.15,17335.4,17306.75,17330.3,1e+100
2021-09-13 10:45:00,NSE:NIFTY,17331.3,17371.7,17327.65,17359.95,1e+100
2021-09-13 11:45:00,NSE:NIFTY,17361.15,17370.4,17343.9,17363.25,1e+100
2021-09-13 12:45:00,NSE:NIFTY,17363.0,17378.35,17334.85,17357.7,1e+100
2021-09-13 13:45:00,NSE:NIFTY,17357.8,17360.9,17344.2,17350.7,1e+100
2021-09-14 07:45:00,NSE:NIFTY,17425.7,17438.55,17389.1,17416.8,1e+100
2021-09-14 08:45:00,NSE:NIFTY,17417.6,17432.45,17415.25,17424.5,1e+100
2021-09-14 09:45:00,NSE:NIFTY,17424.3,17426.35,17403.3,17410.2,1e+100
2021-09-14 10:45:00,NSE:NIFTY,17410.1,17420.4,17371.3,17390.85,1e+100
2021-09-14 11:45:00,NSE:NIFTY,17390.2,17405.2,17374.15,17391.55,1e+100
2021-09-14 12:45:00,NSE:NIFTY,17391.1,17397.15,17367.05,17375.9,1e+100
2021-09-14 13:45:00,NSE:NIFTY,17376.0,17385.75,17373.45,17382.0,1e+100
2021-09-15 07:45:00,NSE:NIFTY,17404.05,17449.35,17386.9,17447.0,1e+100
2021-09-15 08:45:00,NSE:NIFTY,17447.75,17463.3,17439.6,17452.45,1e+100
2021-09-15 09:45:00,NSE:NIFTY,17452.25,17476.25,17451.3,17468.05,1e+100
2021-09-15 10:45:00,NSE:NIFTY,17468.7,17500.55,17463.5,17494.15,1e+100
2021-09-15 11:45:00,NSE:NIFTY,17494.2,17522.95,17483.4,17520.1,1e+100
2021-09-15 12:45:00,NSE:NIFTY,17521.05,17532.7,17510.5,17513.15,1e+100
2021-09-15 13:45:00,NSE:NIFTY,17513.5,17530.6,17513.5,17518.3,1e+100
2021-09-16 07:45:00,NSE:NIFTY,17552.5,17576.9,17510.45,17559.4,1e+100
2021-09-16 08:45:00,NSE:NIFTY,17559.2,17566.55,17530.2,17536.3,1e+100
2021-09-16 09:45:00,NSE:NIFTY,17535.8,17580.85,17530.9,17578.45,1e+100
2021-09-16 10:45:00,NSE:NIFTY,17579.1,17597.85,17569.5,17580.25,1e+100
2021-09-16 11:45:00,NSE:NIFTY,17579.55,17611.35,17567.45,17607.85,1e+100
2021-09-16 12:45:00,NSE:NIFTY,17609.15,17644.6,17600.7,17625.45,1e+100
2021-09-16 13:45:00,NSE:NIFTY,17625.55,17635.4,17616.45,17627.55,1e+100
2021-09-17 07:45:00,NSE:NIFTY,17710.65,17759.15,17691.0,17751.15,1e+100
2021-09-17 08:45:00,NSE:NIFTY,17751.55,17792.95,17748.3,17756.05,1e+100
2021-09-17 09:45:00,NSE:NIFTY,17756.45,17756.55,17609.2,17619.6,1e+100
2021-09-17 10:45:00,NSE:NIFTY,17620.85,17664.5,17587.8,17652.95,1e+100
2021-09-17 11:45:00,NSE:NIFTY,17652.65,17661.85,17604.35,17632.25,1e+100
2021-09-17 12:45:00,NSE:NIFTY,17631.7,17647.5,17537.65,17580.75,1e+100
2021-09-17 13:45:00,NSE:NIFTY,17581.8,17605.4,17575.7,17602.2,1e+100
2021-09-20 07:45:00,NSE:NIFTY,17451.75,17569.0,17425.3,17548.45,1e+100
2021-09-20 08:45:00,NSE:NIFTY,17548.75,17620.65,17542.65,17609.9,1e+100
2021-09-20 09:45:00,NSE:NIFTY,17610.1,17622.75,17500.55,17510.85,1e+100
2021-09-20 10:45:00,NSE:NIFTY,17511.9,17553.2,17501.5,17547.5,1e+100
2021-09-20 11:45:00,NSE:NIFTY,17547.15,17551.1,17457.9,17470.25,1e+100
2021-09-20 12:45:00,NSE:NIFTY,17469.5,17497.9,17389.2,17416.55,1e+100
2021-09-20 13:45:00,NSE:NIFTY,17417.4,17418.2,17361.8,17373.75,1e+100
2021-09-21 07:45:00,NSE:NIFTY,17427.0,17481.1,17369.25,17372.55,1e+100
2021-09-21 08:45:00,NSE:NIFTY,17373.55,17426.9,17345.25,17345.6,1e+100
2021-09-21 09:45:00,NSE:NIFTY,17345.8,17422.55,17326.1,17381.35,1e+100
2021-09-21 10:45:00,NSE:NIFTY,17381.55,17455.95,17367.45,17455.2,1e+100
2021-09-21 11:45:00,NSE:NIFTY,17454.3,17503.9,17434.45,17483.35,1e+100
2021-09-21 12:45:00,NSE:NIFTY,17483.0,17560.75,17481.9,17548.5,1e+100
2021-09-21 13:45:00,NSE:NIFTY,17548.25,17578.35,17547.35,17564.1,1e+100
2021-09-22 07:45:00,NSE:NIFTY,17586.55,17607.7,17528.95,17603.85,1e+100
2021-09-22 08:45:00,NSE:NIFTY,17603.55,17610.45,17567.15,17581.9,1e+100
2021-09-22 09:45:00,NSE:NIFTY,17580.1,17581.9,17524.0,17564.5,1e+100
2021-09-22 10:45:00,NSE:NIFTY,17566.1,17608.7,17560.3,17596.9,1e+100
2021-09-22 11:45:00,NSE:NIFTY,17596.85,17609.8,17559.3,17593.5,1e+100
2021-09-22 12:45:00,NSE:NIFTY,17594.0,17601.35,17534.8,17535.6,1e+100
2021-09-22 13:45:00,NSE:NIFTY,17536.4,17555.65,17534.35,17548.35,1e+100
2021-09-23 07:45:00,NSE:NIFTY,17675.95,17730.1,17646.55,17725.1,1e+100
2021-09-23 08:45:00,NSE:NIFTY,17725.9,17736.8,17706.1,17731.05,1e+100
2021-09-23 09:45:00,NSE:NIFTY,17731.15,17764.1,17718.85,17761.6,1e+100
2021-09-23 10:45:00,NSE:NIFTY,17761.95,17782.4,17757.8,17760.85,1e+100
2021-09-23 11:45:00,NSE:NIFTY,17761.1,17786.05,17742.6,17782.5,1e+100
2021-09-23 12:45:00,NSE:NIFTY,17781.7,17843.9,17777.3,17833.2,1e+100
2021-09-23 13:45:00,NSE:NIFTY,17832.8,17837.8,17815.75,17826.3,1e+100
2021-09-24 07:45:00,NSE:NIFTY,17902.5,17947.65,17857.5,17878.65,1e+100
2021-09-24 08:45:00,NSE:NIFTY,17877.35,17940.85,17877.2,17911.7,1e+100
2021-09-24 09:45:00,NSE:NIFTY,17910.95,17916.35,17867.9,17880.2,1e+100
2021-09-24 10:45:00,NSE:NIFTY,17879.95,17898.0,17843.0,17862.3,1e+100
2021-09-24 11:45:00,NSE:NIFTY,17861.85,17866.25,17819.4,17850.3,1e+100
2021-09-24 12:45:00,NSE:NIFTY,17850.4,17881.4,17832.0,17866.45,1e+100
2021-09-24 13:45:00,NSE:NIFTY,17866.35,17869.65,17836.05,17841.55,1e+100
2021-09-27 07:45:00,NSE:NIFTY,17933.2,17943.5,17856.95,17885.8,1e+100
2021-09-27 08:45:00,NSE:NIFTY,17884.55,17888.0,17822.25,17843.15,1e+100
2021-09-27 09:45:00,NSE:NIFTY,17844.15,17873.3,17802.9,17869.0,1e+100
2021-09-27 10:45:00,NSE:NIFTY,17868.5,17890.8,17846.95,17886.25,1e+100
2021-09-27 11:45:00,NSE:NIFTY,17886.45,17896.6,17874.75,17882.75,1e+100
2021-09-27 12:45:00,NSE:NIFTY,17882.5,17887.2,17825.1,17860.5,1e+100
2021-09-27 13:45:00,NSE:NIFTY,17860.75,17862.0,17844.15,17855.1,1e+100
2021-09-28 07:45:00,NSE:NIFTY,17900.45,17912.85,17814.75,17876.6,1e+100
